@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
281,'2016/10/31 19:17:27:472',3,0.953906,0.011111,0.61,0.62,1
282,'2016/10/31 19:17:27:492',3,0.936719,0.004167,0.61,0.62,1
283,'2016/10/31 19:17:27:512',3,0.920313,0.004167,0.61,0.62,1
284,'2016/10/31 19:17:27:532',3,0.9,0.027778,0.61,0.62,1
285,'2016/10/31 19:17:27:552',3,0.894531,0.05,0.61,0.62,1
286,'2016/10/31 19:17:27:572',3,0.89375,0.080556,0.61,0.62,1
287,'2016/10/31 19:17:27:592',3,0.894531,0.109722,0.61,0.62,1
288,'2016/10/31 19:17:27:612',3,0.9,0.125,0.61,0.62,1
289,'2016/10/31 19:17:27:640',3,0.922656,0.145833,0.61,0.62,1
290,'2016/10/31 19:17:27:663',3,0.935938,0.145833,0.61,0.62,1
291,'2016/10/31 19:17:27:672',3,0.947656,0.131944,0.61,0.62,1
292,'2016/10/31 19:17:27:692',3,0.953125,0.118056,0.61,0.62,1
293,'2016/10/31 19:17:27:712',3,0.954687,0.094444,0.61,0.62,1
294,'2016/10/31 19:17:27:732',3,0.953125,0.068056,0.61,0.62,1
295,'2016/10/31 19:17:27:752',3,0.924219,0.019444,0.61,0.62,1
296,'2016/10/31 19:17:27:772',3,0.910156,0.004167,0.61,0.62,1
297,'2016/10/31 19:17:27:792',3,0.895312,0,0.61,0.62,1
298,'2016/10/31 19:17:27:812',3,0.880469,0,0.61,0.62,1
299,'2016/10/31 19:17:27:832',3,0.875,0.0125,0.61,0.62,1
300,'2016/10/31 19:17:27:852',3,0.873438,0.043056,0.61,0.62,1
301,'2016/10/31 19:17:27:876',3,0.875,0.116667,0.61,0.62,1
302,'2016/10/31 19:17:27:892',3,0.882031,0.15,0.61,0.62,1
303,'2016/10/31 19:17:27:919',3,0.892187,0.173611,0.61,0.62,1
304,'2016/10/31 19:17:27:932',3,0.903125,0.186111,0.61,0.62,1
305,'2016/10/31 19:17:27:952',3,0.917188,0.190278,0.61,0.62,1
306,'2016/10/31 19:17:27:979',3,0.942969,0.177778,0.61,0.62,1
307,'2016/10/31 19:17:27:992',3,0.948438,0.1625,0.61,0.62,1
308,'2016/10/31 19:17:28:012',3,0.951563,0.136111,0.61,0.62,1
309,'2016/10/31 19:17:28:032',3,0.951563,0.115278,0.61,0.62,1
310,'2016/10/31 19:17:28:052',3,0.942187,0.088889,0.61,0.62,1
311,'2016/10/31 19:17:28:072',3,0.928125,0.072222,0.61,0.62,1
312,'2016/10/31 19:17:28:092',3,0.889844,0.05,0.61,0.62,1
313,'2016/10/31 19:17:28:112',3,0.873438,0.05,0.61,0.62,1
314,'2016/10/31 19:17:28:133',3,0.864062,0.056944,0.61,0.62,1
315,'2016/10/31 19:17:28:152',3,0.859375,0.081944,0.61,0.62,1
316,'2016/10/31 19:17:28:178',3,0.860937,0.158333,0.61,0.62,1
317,'2016/10/31 19:17:28:210',3,0.885938,0.216667,0.61,0.62,1
318,'2016/10/31 19:17:28:212',3,0.885938,0.216667,0.61,0.62,1
319,'2016/10/31 19:17:28:232',3,0.903125,0.230556,0.61,0.62,1
320,'2016/10/31 19:17:28:262',3,0.942969,0.230556,0.61,0.62,1
321,'2016/10/31 19:17:28:272',3,0.942969,0.230556,0.61,0.62,1
322,'2016/10/31 19:17:28:292',3,0.957812,0.211111,0.61,0.62,1
323,'2016/10/31 19:17:28:312',3,0.96875,0.166667,0.61,0.62,1
324,'2016/10/31 19:17:28:332',3,0.96875,0.143056,0.61,0.62,1
325,'2016/10/31 19:17:28:352',3,0.9625,0.119444,0.61,0.62,1
326,'2016/10/31 19:17:28:372',3,0.949219,0.095833,0.61,0.62,1
327,'2016/10/31 19:17:28:392',3,0.93125,0.076389,0.61,0.62,1
328,'2016/10/31 19:17:28:412',3,0.890625,0.061111,0.61,0.62,1
329,'2016/10/31 19:17:28:432',3,0.875,0.065278,0.61,0.62,1
330,'2016/10/31 19:17:28:452',3,0.8625,0.088889,0.61,0.62,1
331,'2016/10/31 19:17:28:484',3,0.849219,0.179167,0.61,0.62,1
332,'2016/10/31 19:17:28:502',3,0.849219,0.216667,0.61,0.62,1
333,'2016/10/31 19:17:28:512',3,0.849219,0.216667,0.61,0.62,1
334,'2016/10/31 19:17:28:532',3,0.870313,0.284722,0.61,0.62,1
335,'2016/10/31 19:17:28:552',3,0.886719,0.298611,0.61,0.62,1
336,'2016/10/31 19:17:28:572',3,0.911719,0.302778,0.61,0.62,1
337,'2016/10/31 19:17:28:592',3,0.933594,0.290278,0.61,0.62,1
338,'2016/10/31 19:17:28:612',3,0.948438,0.269444,0.61,0.62,1
339,'2016/10/31 19:17:28:637',3,0.967969,0.181944,0.61,0.62,1
340,'2016/10/31 19:17:28:652',3,0.967969,0.133333,0.61,0.62,1
341,'2016/10/31 19:17:28:672',3,0.959375,0.088889,0.61,0.62,1
342,'2016/10/31 19:17:28:692',3,0.945313,0.051389,0.61,0.62,1
343,'2016/10/31 19:17:28:712',3,0.93125,0.029167,0.61,0.62,1
344,'2016/10/31 19:17:28:732',3,0.914063,0.0125,0.61,0.62,1
345,'2016/10/31 19:17:28:752',3,0.875,0.002778,0.61,0.62,1
346,'2016/10/31 19:17:28:772',3,0.854688,0.015278,0.61,0.62,1
347,'2016/10/31 19:17:28:792',3,0.84375,0.034722,0.61,0.62,1
348,'2016/10/31 19:17:28:821',3,0.824219,0.140278,0.61,0.62,1
349,'2016/10/31 19:17:28:843',3,0.824219,0.201389,0.61,0.62,1
350,'2016/10/31 19:17:28:864',3,0.833594,0.238889,0.61,0.62,1
351,'2016/10/31 19:17:28:872',3,0.848437,0.275,0.61,0.62,1
352,'2016/10/31 19:17:28:892',3,0.874219,0.298611,0.61,0.62,1
353,'2016/10/31 19:17:28:912',3,0.897656,0.295833,0.61,0.62,1
354,'2016/10/31 19:17:28:932',3,0.924219,0.269444,0.61,0.62,1
355,'2016/10/31 19:17:28:957',3,0.951563,0.215278,0.61,0.62,1
