@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
281,'2016/10/31 13:05:54:108',4,0.781944,0.167778,0.99,0.24,0
282,'2016/10/31 13:05:54:128',4,0.79375,0.183333,0.99,0.24,0
283,'2016/10/31 13:05:54:147',4,0.81875,0.194444,0.99,0.24,0
284,'2016/10/31 13:05:54:167',4,0.859028,0.194444,0.99,0.24,0
285,'2016/10/31 13:05:54:187',4,0.9,0.154444,0.99,0.24,0
286,'2016/10/31 13:05:54:207',4,0.9125,0.123333,0.99,0.24,0
287,'2016/10/31 13:05:54:234',4,0.915278,0.092222,0.99,0.24,0
288,'2016/10/31 13:05:54:258',4,0.894444,0.052222,0.99,0.24,0
289,'2016/10/31 13:05:54:267',4,0.894444,0.052222,0.99,0.24,0
290,'2016/10/31 13:05:54:288',4,0.876389,0.044444,0.99,0.24,0
291,'2016/10/31 13:05:54:307',4,0.840278,0.052222,0.99,0.24,0
292,'2016/10/31 13:05:54:327',4,0.827778,0.066667,0.99,0.24,0
293,'2016/10/31 13:05:54:347',4,0.821528,0.077778,0.99,0.24,0
294,'2016/10/31 13:05:54:367',4,0.81875,0.085556,0.99,0.24,0
295,'2016/10/31 13:06:10:051',5,0.9,0.857778,0.99,0,1
296,'2016/10/31 13:06:10:071',5,0.9,0.857778,0.99,0,1
297,'2016/10/31 13:06:10:091',5,0.9,0.857778,0.99,0,1
298,'2016/10/31 13:06:10:111',5,0.9,0.857778,0.99,0,1
299,'2016/10/31 13:06:10:131',5,0.9,0.857778,0.99,0,1
300,'2016/10/31 13:06:10:151',5,0.9,0.857778,0.99,0,1
301,'2016/10/31 13:06:10:171',5,0.9,0.857778,0.99,0,1
302,'2016/10/31 13:06:10:191',5,0.9,0.857778,0.99,0,1
303,'2016/10/31 13:06:10:211',5,0.9,0.857778,0.99,0,1
304,'2016/10/31 13:06:10:231',5,0.9,0.857778,0.99,0,1
305,'2016/10/31 13:06:10:251',5,0.9,0.857778,0.99,0,1
306,'2016/10/31 13:06:10:271',5,0.9,0.857778,0.99,0,1
307,'2016/10/31 13:06:10:291',5,0.9,0.857778,0.99,0,1
308,'2016/10/31 13:06:10:311',5,0.9,0.857778,0.99,0,1
