@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
326,'2016/10/31 13:06:10:691',5,0.767361,0.833333,0.99,0,1
327,'2016/10/31 13:06:10:711',5,0.786806,0.848889,0.99,0,1
328,'2016/10/31 13:06:10:731',5,0.815278,0.856667,0.99,0,1
329,'2016/10/31 13:06:10:751',5,0.845833,0.856667,0.99,0,1
330,'2016/10/31 13:06:10:771',5,0.877778,0.825556,0.99,0,1
331,'2016/10/31 13:06:10:791',5,0.881944,0.791111,0.99,0,1
332,'2016/10/31 13:06:10:811',5,0.879861,0.758889,0.99,0,1
333,'2016/10/31 13:06:10:831',5,0.865972,0.732222,0.99,0,1
334,'2016/10/31 13:06:10:851',5,0.851389,0.72,0.99,0,1
335,'2016/10/31 13:06:10:871',5,0.833333,0.712222,0.99,0,1
336,'2016/10/31 13:06:10:891',5,0.804861,0.731111,0.99,0,1
337,'2016/10/31 13:06:10:911',5,0.796528,0.757778,0.99,0,1
338,'2016/10/31 13:06:10:931',5,0.791667,0.792222,0.99,0,1
339,'2016/10/31 13:06:10:951',5,0.790972,0.832222,0.99,0,1
340,'2016/10/31 13:06:10:971',5,0.794444,0.875556,0.99,0,1
341,'2016/10/31 13:06:10:998',5,0.828472,0.92,0.99,0,1
342,'2016/10/31 13:06:11:011',5,0.840972,0.921111,0.99,0,1
343,'2016/10/31 13:06:11:035',5,0.866667,0.915556,0.99,0,1
344,'2016/10/31 13:06:11:059',5,0.878472,0.896667,0.99,0,1
345,'2016/10/31 13:06:11:071',5,0.888194,0.855556,0.99,0,1
346,'2016/10/31 13:06:11:091',5,0.888194,0.813333,0.99,0,1
347,'2016/10/31 13:06:11:117',5,0.855556,0.736667,0.99,0,1
348,'2016/10/31 13:06:11:131',5,0.838889,0.723333,0.99,0,1
349,'2016/10/31 13:06:11:151',5,0.820139,0.717778,0.99,0,1
350,'2016/10/31 13:06:11:171',5,0.804167,0.72,0.99,0,1
351,'2016/10/31 13:06:11:191',5,0.791667,0.737778,0.99,0,1
352,'2016/10/31 13:06:11:211',5,0.782639,0.763333,0.99,0,1
353,'2016/10/31 13:06:11:231',5,0.778472,0.793333,0.99,0,1
354,'2016/10/31 13:06:11:251',5,0.782639,0.855556,0.99,0,1
355,'2016/10/31 13:06:11:271',5,0.796528,0.872222,0.99,0,1
356,'2016/10/31 13:06:11:291',5,0.821528,0.882222,0.99,0,1
357,'2016/10/31 13:06:11:311',5,0.847222,0.882222,0.99,0,1
358,'2016/10/31 13:06:11:331',5,0.870139,0.862222,0.99,0,1
359,'2016/10/31 13:06:11:351',5,0.885417,0.825556,0.99,0,1
360,'2016/10/31 13:06:11:371',5,0.883333,0.733333,0.99,0,1
361,'2016/10/31 13:06:11:391',5,0.86875,0.708889,0.99,0,1
362,'2016/10/31 13:06:11:411',5,0.849306,0.69,0.99,0,1
363,'2016/10/31 13:06:11:431',5,0.824306,0.685556,0.99,0,1
364,'2016/10/31 13:06:11:451',5,0.811111,0.69,0.99,0,1
365,'2016/10/31 13:06:11:471',5,0.798611,0.707778,0.99,0,1
366,'2016/10/31 13:06:11:491',5,0.786111,0.748889,0.99,0,1
367,'2016/10/31 13:06:11:512',5,0.784722,0.767778,0.99,0,1
368,'2016/10/31 13:06:11:531',5,0.784722,0.778889,0.99,0,1
369,'2016/10/31 13:06:11:553',5,0.788889,0.784444,0.99,0,1
370,'2016/10/31 13:06:11:572',5,0.795139,0.784444,0.99,0,1
